codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
1410011,DGA,dga_web,Chaca,350,-18.8169,-70.15,14.0,Costeras R. San Jose-Q.Camarones,141.0,Quebrada Vitor,1968-12-18,1979-11-28,3507,-
1410012,DGA,dga_web,Codpa,1870,-18.8322,-69.7439,14.0,Costeras R. San Jose-Q.Camarones,141.0,Quebrada Vitor,1968-12-18,1993-12-30,7096,-
1502006,DGA,dga_web,Cuya,200,-19.1117,-70.1269,15.0,Q. Rio Camarones,150.0,Rio Camarones Antes Junta Quebrada De Chiza,1965-11-02,1979-03-31,2451,-
1610004,DGA,dga_web,Q. Camia 3 Km. A. Arriba De Tarcavire,3848,-19.1181,-69.2447,16.0,Costeras R.Camarones-Pampa Del Tamarugal,161.0,Quebrada De Camina,2013-06-27,2018-02-04,1573,2013-06-27
1041003,DGA,dga_web,Colchane (T. Isluga),3700,-19.2764,-68.6378,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,2011-01-01,2018-02-04,2056,2011-01-01
1730018,DGA,dga_web,Lagunillas (Pampa Lirima),4020,-19.9333,-68.8369,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca,1982-09-13,1989-12-29,2570,-
1050007,DGA,dga_web,Coyacagua,4013,-20.0531,-68.8075,10.0,Altiplanicas,105.0,Salar Del Huasco,1980-10-15,1994-01-02,4196,-
1740002,DGA,dga_web,Cerro Colorado,2510,-20.065,-69.2703,17.0,Pampa Del Tamarugal,174.0,Quebrada De Quipisca,1993-04-14,1994-01-02,174,-
1700010,DGA,dga_web,Huara En Fuerte Baquedano,1100,-20.1308,-69.7497,17.0,Pampa Del Tamarugal,170.0,Pampa Del Tamarugal,1993-03-08,1993-05-30,84,-
1051003,DGA,dga_web,Salar Huasco,3800,-20.2761,-68.8861,10.0,Altiplanicas,105.0,Salar Del Huasco,1981-08-04,1982-06-30,294,-
1700008,DGA,dga_web,Esmeralda,1115,-20.4842,-69.3814,17.0,Pampa Del Tamarugal,170.0,Pampa Del Tamarugal,1966-09-04,1973-11-22,934,-
1080001,DGA,dga_web,Ujina,4300,-20.9714,-68.6275,10.0,Altiplanicas,108.0,Salar De Michincha,1973-11-10,1983-06-30,2066,-
2000001,DGA,dga_web,Ollague,3700,-21.2233,-68.2494,20.0,Fronterizas Salar Michincha-R.Loa,200.0,Salar De Ollague,1973-11-08,2018-02-02,3116,2016-11-01
2020001,DGA,dga_web,Cebollar,3730,-21.5311,-68.3386,20.0,Fronterizas Salar Michincha-R.Loa,202.0,Salar De Ascotan,1969-11-11,1988-09-02,4361,-
2101003,DGA,dga_web,Lequena,3320,-21.6553,-68.6611,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1984-03-15,1989-11-23,1630,-
2112008,DGA,dga_web,Quillagua,802,-21.6603,-69.5358,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera),1969-06-30,1979-06-29,1765,-
2020002,DGA,dga_web,Ascotan,3970,-21.7253,-68.2756,20.0,Fronterizas Salar Michincha-R.Loa,202.0,Salar De Ascotan,1974-10-31,1983-03-05,2235,-
2103008,DGA,dga_web,Parshall N 2,3318,-21.9428,-68.5175,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1969-02-02,1994-01-02,7939,-
2103009,DGA,dga_web,Ojos San Pedro,3800,-21.9706,-68.3128,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1969-03-25,1989-12-29,3591,-
2104008,DGA,dga_web,Conchi Embalse,3010,-22.025,-68.6242,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1967-09-19,1994-01-02,6814,-
2104009,DGA,dga_web,Conchi Muro Embalse,3000,-22.0267,-68.6208,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1980-12-04,1991-05-13,3685,-
2103010,DGA,dga_web,Inacaliri,4040,-22.0278,-68.0661,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1969-01-28,1992-09-18,6826,-
2210002,DGA,dga_web,Tocopilla,150,-22.0797,-70.1897,22.0,Costeras R.Loa-Q.Caracoles,221.0,Costeras Entre Q. Iquine Y Q.Tocopilla (Inclusive),2014-01-01,2018-01-01,815,2014-01-01
2105016,DGA,dga_web,Linzor,4100,-22.2297,-68.0228,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1973-11-22,2018-02-04,8762,2005-12-15
2105015,DGA,dga_web,Turi,3070,-22.2408,-68.2881,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1980-05-31,1993-05-29,4539,-
2105017,DGA,dga_web,Toconce,3310,-22.2592,-68.1733,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1993-10-05,1994-01-02,88,-
2105018,DGA,dga_web,Ayquina,3031,-22.2753,-68.3183,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1993-06-01,1994-01-02,204,-
2105020,DGA,dga_web,Salado Embalse,3200,-22.2856,-68.2028,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),2005-10-19,2018-02-04,3117,2005-10-19
2105021,DGA,dga_web,Caspana,3260,-22.3367,-68.2122,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1973-08-11,1994-01-02,6840,-
2104010,DGA,dga_web,Chiu-Chiu,2524,-22.3378,-68.6367,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1979-06-12,1994-01-02,4798,-
2105022,DGA,dga_web,El Tatio,4370,-22.3711,-68.0133,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado),1983-01-04,2018-02-04,5859,2006-01-01
2112009,DGA,dga_web,Coya Sur,1250,-22.3939,-69.6225,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera),1973-11-19,1991-06-30,5370,-
2110013,DGA,dga_web,Calama,2300,-22.4494,-68.9044,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera),1969-02-08,1994-01-02,7113,-
2700001,DGA,dga_web,Sierra Gorda,1616,-22.8892,-69.3219,27.0,Quebrada Caracoles,270.0,Quebrada Caracoles Bajo Junta Quebrada El Buitre,2014-01-01,2018-02-04,818,2014-01-01
2510006,DGA,dga_web,San Pedro De Atacama,2450,-22.9053,-68.2003,25.0,Salar De Atacama,251.0,Rio San Pedro,1973-08-17,1989-03-30,4930,-
2500016,DGA,dga_web,Toconao Experimental,2500,-23.1889,-67.9978,25.0,Salar De Atacama,250.0,Salar De Atacama,1981-10-27,1994-01-02,1669,-
2710002,DGA,dga_web,Baquedano,1032,-23.3336,-69.8397,27.0,Quebrada Caracoles,271.0,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen,1973-11-16,2018-02-04,5037,2014-01-01
2240000,DGA,dga_web,Liceo CientÍFico Humanista La Chimba,0,-23.5544,-70.3933,22.0,Costeras R.Loa-Q.Caracoles,224.0,Costeras Entre Qs. Chacaya Y Caracoles (Incl.),2014-01-01,2016-12-02,449,2014-01-01
2500019,DGA,dga_web,Socaire,3251,-23.5869,-67.8925,25.0,Salar De Atacama,250.0,Salar De Atacama,1974-08-08,1994-01-02,1960,-
2710003,DGA,dga_web,Antofagasta,50,-23.5975,-70.3867,27.0,Quebrada Caracoles,271.0,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen,1978-05-30,1987-10-30,3229,-
2500020,DGA,dga_web,Peine,2460,-23.6842,-68.0581,25.0,Salar De Atacama,250.0,Salar De Atacama,1974-11-22,1994-01-02,5975,-
2660001,DGA,dga_web,Monturaqui,3430,-24.3414,-68.4353,26.0,Endorreicas Salar Atacama-Vertiente Pacifico,266.0,Pampa De Socompa,1974-11-14,1980-06-20,1821,-
2942001,DGA,dga_web,Aguas Verdes,1560,-25.4,-69.9633,29.0,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294.0,Quebrada De Taltal,1988-12-26,1994-01-02,1253,-
2943002,DGA,dga_web,Tal-Tal (Dcp),0,-25.4033,-70.4797,29.0,Qs.Entre Q. La Negra Y Q. Pan De Azucar,294.0,Quebrada De Taltal,2014-01-01,2018-02-04,930,2014-01-01
3210001,DGA,dga_web,Las Vegas,2250,-26.6781,-69.6656,32.0,Rio Salado,321.0,Quebrada Del Chanaral,2016-10-05,2018-02-04,373,2016-10-05
3450004,DGA,dga_web,Copiapo,385,-27.3772,-70.3308,34.0,Rio Copiapo,345.0,R.  Copiapo Bajo,1984-06-04,2018-02-04,3582,2016-01-01
3430007,DGA,dga_web,Los Loros,940,-27.8317,-70.1119,34.0,Rio Copiapo,343.0,R.  Copiapo Medio,1993-02-06,1994-01-02,324,-
3430006,DGA,dga_web,Lautaro Embalse,1110,-27.9783,-70.0033,34.0,Rio Copiapo,343.0,R.  Copiapo Medio,1969-06-22,2018-02-04,8198,2016-09-01
3414001,DGA,dga_web,Rio Pulido En Vertedero,1310,-28.0858,-69.9408,34.0,Rio Copiapo,341.0,Rio Pulido,2016-01-01,2018-02-04,665,2016-01-01
3414002,DGA,dga_web,Iglesia Colorada,1550,-28.1572,-69.8808,34.0,Rio Copiapo,341.0,Rio Pulido,1993-02-12,1994-01-02,322,-
3826003,DGA,dga_web,Huasco Bajo,50,-28.4725,-71.1931,38.0,Rio Huasco,382.0,Rio Huasco,1993-02-23,1993-12-31,310,-
3823004,DGA,dga_web,La Compaia (Vallenar),430,-28.5761,-70.8081,38.0,Rio Huasco,382.0,Rio Huasco,1993-02-01,1994-01-02,335,-
3800000,DGA,dga_web,Portezuelo El Gaucho,4000,-28.6231,-70.045,38.0,Rio Huasco,380.0,Rio Transito,2000-01-01,2018-02-04,2950,2000-01-01
3820004,DGA,dga_web,Santa Juana,560,-28.6672,-70.6625,38.0,Rio Huasco,382.0,Rio Huasco,1965-01-21,2018-02-04,9714,2016-09-08
3820002,DGA,dga_web,Rio Huasco En Chepica,600,-28.6997,-70.55,38.0,Rio Huasco,382.0,Rio Huasco,2015-12-17,2015-12-18,2,2015-12-17
3806002,DGA,dga_web,El Transito,1100,-28.8731,-70.2822,38.0,Rio Huasco,380.0,Rio Transito,1993-01-20,2018-02-04,1418,2015-01-01
3815004,DGA,dga_web,San Felix,1150,-28.9311,-70.4614,38.0,Rio Huasco,381.0,Rio Del Carmen,1993-01-19,1994-01-02,338,-
3802001,DGA,dga_web,Rio Conay En Las Lozas,0,-28.9456,-70.1011,38.0,Rio Huasco,380.0,Rio Transito,2016-10-19,2017-05-25,219,2016-10-19
3802005,DGA,dga_web,Conay,1450,-28.975,-70.1533,38.0,Rio Huasco,380.0,Rio Transito,1965-01-21,1992-11-29,6816,-
3804005,DGA,dga_web,El Parral,1400,-28.9797,-70.1986,38.0,Rio Huasco,380.0,Rio Transito,1993-05-31,1993-12-31,201,-
3814003,DGA,dga_web,Rio Carmen En El Corral,2000,-29.1094,-70.4139,38.0,Rio Huasco,381.0,Rio Del Carmen,2016-10-19,2018-02-04,457,2016-10-19
4120001,DGA,dga_web,El Trapiche,300,-29.3731,-71.1181,41.0,Rio Los Choros,412.0,Q. Los Choros Entre Q. Del Pelicano Y Desembocadura,1979-04-17,1993-12-31,5029,-
4335002,DGA,dga_web,La Serena (Escuela Agricola),15,-29.9061,-71.2556,43.0,Rio Elqui,433.0,R. Elqui Bajo,1972-07-03,1978-06-02,1337,-
4308001,DGA,dga_web,Rio Turbio En Varillar,890,-29.9458,-70.5328,43.0,Rio Elqui,430.0,Rio Turbio,2016-09-01,2018-02-04,323,2016-09-01
4302001,DGA,dga_web,Rio Toro Antes Junta Rio La Laguna,2165,-29.9711,-70.0928,43.0,Rio Elqui,430.0,Rio Turbio,2016-09-01,2018-02-04,496,2016-09-01
4302014,DGA,dga_web,Juntas,2150,-29.9769,-70.0944,43.0,Rio Elqui,430.0,Rio Turbio,1990-01-01,1993-12-31,1388,-
4308003,DGA,dga_web,Rivadavia,820,-29.9772,-70.5617,43.0,Rio Elqui,430.0,Rio Turbio,1972-06-13,1993-12-31,7268,-
4314002,DGA,dga_web,Rio Claro En Rivadavia,820,-29.9781,-70.5525,43.0,Rio Elqui,431.0,Rio Claro,2016-09-02,2018-02-04,485,2016-09-02
4323007,DGA,dga_web,Almendral,370,-29.9822,-70.9186,43.0,Rio Elqui,432.0,R. Elqui Medio,1973-04-12,1989-07-30,5480,-
4321001,DGA,dga_web,Puclaro Embalse,460,-29.9964,-70.8556,43.0,Rio Elqui,432.0,R. Elqui Medio,1964-04-14,1967-04-28,1080,-
4400002,DGA,dga_web,Pan De Azucar,100,-30.0022,-71.2592,44.0,Costeras Entre Elqui Y Limari,440.0,E.  El Culebron - Q. El Romeral (Incl.),1978-08-29,1993-09-26,3816,-
4311005,DGA,dga_web,La Ortiga,1560,-30.1939,-70.4819,43.0,Rio Elqui,431.0,Rio Claro,1979-01-29,1993-12-31,5314,-
4301005,DGA,dga_web,La Laguna Embalse,3160,-30.2033,-70.0422,43.0,Rio Elqui,430.0,Rio Turbio,1976-07-16,1993-12-31,6005,-
